아이디,이름,나이(월),품종,성별,색상1,색상2,색상3,크기,털길이,예방접종,구충여부,중성화,지역,건강 상태,사회도,친화도,활동성,상세설명
3edf44325,까미,2,믹스견,암컷,갈색,없음,없음,중형,중모,미완료,미완료,미완료,대구,3,4,5,4,멋진 포스를 풍기는 까미! 하지만 마음은 따뜻한 믹스견 아이랍니다. 갈색 털이 아주 부드러워요.
5b346ef59,붕어,12,믹스견,암컷,갈색,금색,노란색,중형,중모,불확실,불확실,불확실,경북,5,4,5,5,구조 후 잘 적응 중인 붕어! 믹스견 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
4128e8e80,대추,2,믹스견,암컷,갈색,없음,없음,중형,중모,완료,완료,미완료,경남,3,3,3,4,활동량이 풍부한 대추이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
10e27da02,가을,2,믹스견,암컷,검정,흰색,없음,중형,단모,완료,완료,완료,경기,4,5,5,3,"반짝이는 눈망울을 가진 가을. 검정 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
bd16029b7,티몬,18,휘핏,수컷,검정,없음,없음,중형,단모,완료,완료,완료,경북,4,5,3,3,티몬은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 Whippet 아이랍니다. 밝은 에너지가 넘쳐요.
6bacb98ab,나린,2,믹스견,수컷,검정,갈색,없음,중형,중모,미완료,미완료,미완료,경북,4,4,4,5,"반짝이는 눈망울을 가진 나린. 검정 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
dcf366e02,뭉치,8,코커 스패니얼,수컷,갈색,노란색,크림색,중형,장모,미완료,완료,미완료,경기,4,3,3,5,"차분하고 순한 성격의 뭉치입니다. 갈색 색상의 코커 스패니얼 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
ec7952240,은동,2,믹스견,암컷,갈색,흰색,없음,중형,장모,완료,완료,미완료,서울,3,3,4,4,구조 후 잘 적응 중인 은동! 믹스견 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
761523328,바다,2,믹스견,암컷,검정,갈색,없음,중형,중모,미완료,미완료,미완료,대전,3,3,3,4,바다은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
2edce7d92,포도,2,믹스견,암컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,경기,5,4,5,3,구조 후 잘 적응 중인 포도! 믹스견 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
e8be13bdf,호떡,3,믹스견,수컷,갈색,없음,없음,중형,중모,미완료,완료,미완료,대전,3,5,5,4,"반짝이는 눈망울을 가진 호떡. 갈색 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
9c7476c25,다온,3,믹스견,암컷,갈색,없음,없음,중형,단모,미완료,완료,미완료,서울,4,5,4,3,"사람을 정말 좋아하는 다온이에요. 갈색 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
f477f306f,뽀삐,60,치와와,암컷,검정,흰색,없음,소형,단모,완료,완료,미완료,경기,4,3,4,4,구조 후 잘 적응 중인 뽀삐! 치와와 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
3f4cf8745,뭉치,36,슈나우저,수컷,회색,흰색,없음,소형,단모,불확실,불확실,미완료,충남,4,3,5,4,표정은 세상 진지한 뭉치! 회색 털이 매력적인 슈나우저 친구예요. 호기심도 많고 아주 씩씩하답니다.
2836c44dc,치킨,2,믹스견,수컷,검정,흰색,없음,중형,중모,완료,완료,미완료,강원,3,3,4,5,멋진 포스를 풍기는 치킨! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
0d460fe7a,무화과,2,믹스견,암컷,검정,흰색,없음,중형,단모,미완료,완료,미완료,대전,5,5,4,3,무화과은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
0eab258a9,피글렛,12,푸들,수컷,크림색,없음,없음,소형,중모,불확실,불확실,미완료,광주,4,5,5,5,구조 후 잘 적응 중인 피글렛! 푸들 특유의 영리함과 크림색 털이 돋보입니다. 가족을 기다려요.
5376c81df,똘이,1,믹스견,암컷,갈색,흰색,없음,중형,단모,미완료,미완료,미완료,경기,4,5,4,4,멋진 포스를 풍기는 똘이! 하지만 마음은 따뜻한 믹스견 아이랍니다. 갈색 털이 아주 부드러워요.
b31045c50,유성,1,래브라도 리트리버,암컷,검정,회색,없음,대형,단모,미완료,미완료,미완료,경북,5,5,4,3,통통 튀는 걸음걸이가 매력적인 유성! 멋진 검정 색을 가진 래브라도 리트리버 친구와 평생 가족이 되어주세요.
9999c355f,줄기,1,믹스견,암컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,경북,5,4,4,5,줄기은(는) 정말 사랑스러운 믹스견 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
a9199119d,앵두,2,믹스견,암컷,검정,갈색,흰색,중형,중모,미완료,완료,미완료,경북,4,5,5,5,처음엔 쑥스러워하지만 금방 친해지는 앵두! 검정 털의 소중한 믹스견 천사를 만나보세요.
3c7dd9982,붕어,2,믹스견,수컷,검정,갈색,없음,중형,단모,미완료,미완료,미완료,인천,5,3,4,4,애교가 철철 넘치는 붕어! 검정 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
9cbae8539,토성,60,믹스견,수컷,갈색,금색,없음,중형,단모,완료,완료,미완료,경기,3,5,3,3,활동량이 풍부한 토성이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
4b45ae85f,이플,2,믹스견,암컷,갈색,없음,없음,중형,중모,미완료,완료,미완료,경기,3,4,4,4,이플은(는) 정말 사랑스러운 믹스견 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
b2dbd92b1,표범,24,빠삐용,암컷,흰색,없음,없음,소형,장모,완료,완료,완료,부산,4,4,4,5,표정은 세상 진지한 표범! 흰색 털이 매력적인 빠삐용 친구예요. 호기심도 많고 아주 씩씩하답니다.
7fa3ab674,고구마,24,믹스견,수컷,검정,갈색,없음,중형,중모,완료,완료,완료,강원,5,4,5,4,"사람을 정말 좋아하는 고구마이에요. 검정 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
5943080b2,두유,2,믹스견,암컷,검정,갈색,없음,중형,단모,미완료,완료,미완료,서울,3,3,4,5,활동량이 풍부한 두유이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
cf8539482,나흘,1,오스트레일리안 켈피,암컷,크림색,없음,없음,중형,단모,미완료,미완료,미완료,서울,5,5,4,5,활동량이 풍부한 나흘이와 함께 산책 어떠신가요? 크림색 털을 가진 멋진 오스트레일리안 켈피 친구입니다.
2da9b0c2c,찐빵,96,시츄,암컷,갈색,흰색,없음,소형,장모,완료,완료,완료,경기,3,5,5,5,멋진 포스를 풍기는 찐빵! 하지만 마음은 따뜻한 시츄 아이랍니다. 갈색 털이 아주 부드러워요.
44d1246e0,소미,60,페키니즈,수컷,흰색,없음,없음,소형,중모,불확실,불확실,불확실,서울,3,3,5,4,세상에서 가장 야무진 소미이를 소개합니다. 흰색 색상의 페키니즈이며 주사도 씩씩하게 잘 맞는 천사예요.
705a6dffe,푸우,3,믹스견,수컷,검정,흰색,없음,중형,중모,완료,완료,미완료,대구,5,5,4,5,푸우은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
1d2a7f0dd,안개,2,래브라도 리트리버,수컷,갈색,없음,없음,중형,중모,미완료,미완료,미완료,경북,3,3,4,5,애교가 철철 넘치는 안개! 갈색 털이 부드러운 래브라도 리트리버 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
4518f180e,여덟,3,믹스견,암컷,검정,흰색,없음,소형,중모,불확실,불확실,불확실,서울,5,5,4,3,표정은 세상 진지한 여덟! 검정 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
cbf3467d9,치킨,2,테리어,수컷,갈색,금색,흰색,중형,중모,완료,완료,미완료,부산,4,5,3,5,치킨은(는) 정말 사랑스러운 테리어 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
518384a79,주주,11,코커 스패니얼,수컷,크림색,없음,없음,중형,장모,완료,완료,미완료,강원,5,5,4,3,처음엔 쑥스러워하지만 금방 친해지는 주주! 크림색 털의 소중한 코커 스패니얼 천사를 만나보세요.
33ed78569,품바,3,믹스견,암컷,검정,흰색,없음,중형,단모,미완료,완료,미완료,경남,5,4,5,3,품바은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
d7cc44152,똘이,2,믹스견,암컷,검정,갈색,없음,중형,중모,미완료,미완료,미완료,서울,5,5,3,3,처음엔 쑥스러워하지만 금방 친해지는 똘이! 검정 털의 소중한 믹스견 천사를 만나보세요.
9e399c659,하루,1,믹스견,수컷,갈색,흰색,없음,중형,중모,미완료,미완료,미완료,경기,3,3,5,5,통통 튀는 걸음걸이가 매력적인 하루! 멋진 갈색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
b9086e44f,펭귄,82,로트와일러,수컷,검정,없음,없음,대형,단모,완료,완료,완료,대전,5,3,5,5,펭귄은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 로트와일러 아이랍니다. 밝은 에너지가 넘쳐요.
c1917c88e,망고,10,시츄,암컷,크림색,흰색,없음,소형,중모,완료,완료,미완료,인천,4,5,3,5,"반짝이는 눈망울을 가진 망고. 크림색 색상의 시츄 아이로, 아주 영리하고 배우는 게 빠릅니다."
a6da4c5df,꼬미,60,슈나우저,수컷,검정,회색,없음,소형,단모,불확실,불확실,미완료,대구,4,3,3,4,"차분하고 순한 성격의 꼬미입니다. 검정 색상의 슈나우저 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
71eda06c6,깜찍,24,코기,암컷,검정,갈색,없음,소형,중모,불확실,불확실,불확실,경북,3,5,3,3,통통 튀는 걸음걸이가 매력적인 깜찍! 멋진 검정 색을 가진 코기 친구와 평생 가족이 되어주세요.
efb36dced,구슬,1,믹스견,수컷,검정,없음,없음,중형,단모,미완료,미완료,미완료,경기,3,5,5,3,활동량이 풍부한 구슬이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
1cd970978,똘이,2,푸들,수컷,검정,갈색,없음,소형,중모,미완료,미완료,미완료,울산,5,4,3,5,표정은 세상 진지한 똘이! 검정 털이 매력적인 푸들 친구예요. 호기심도 많고 아주 씩씩하답니다.
4ac47ceae,혜성,5,믹스견,암컷,검정,흰색,없음,중형,중모,완료,불확실,불확실,부산,4,5,5,5,혜성은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
f500d6361,딸기,3,믹스견,암컷,검정,갈색,없음,중형,중모,완료,완료,미완료,울산,3,5,5,4,멋진 포스를 풍기는 딸기! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
a2124f529,붕어,1,콜리,암컷,갈색,크림색,없음,중형,단모,미완료,미완료,미완료,경기,4,3,3,5,표정은 세상 진지한 붕어! 갈색 털이 매력적인 콜리 친구예요. 호기심도 많고 아주 씩씩하답니다.
052c95a93,찐빵,60,시츄,암컷,갈색,크림색,흰색,중형,중모,완료,완료,미완료,울산,5,4,5,3,"차분하고 순한 성격의 찐빵입니다. 갈색 색상의 시츄 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
4cbc3433e,진주,2,믹스견,암컷,검정,갈색,없음,중형,중모,완료,완료,미완료,부산,3,4,3,4,통통 튀는 걸음걸이가 매력적인 진주! 멋진 검정 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
a6fea1d1a,매끈,1,믹스견,수컷,흰색,없음,없음,중형,장모,미완료,미완료,미완료,경기,4,4,4,3,매끈은(는) 정말 사랑스러운 믹스견 친구예요. 흰색 털이 매력 포인트이며 누구와도 잘 지내요.
aebf47483,잉어,24,시츄,암컷,검정,갈색,흰색,소형,장모,완료,완료,미완료,경기,4,4,4,3,"반짝이는 눈망울을 가진 잉어. 검정 색상의 시츄 아이로, 아주 영리하고 배우는 게 빠릅니다."
ac8229264,든해,18,골든 리트리버,수컷,금색,없음,없음,대형,단모,완료,완료,미완료,충남,3,4,4,5,간식을 기다릴 때 가장 진지한 든해이에요. 금색 털의 귀여운 골든 리트리버으로 호기심이 아주 많답니다.
484346fbc,여우,24,믹스견,수컷,갈색,회색,흰색,대형,장모,완료,완료,미완료,전북,5,3,5,5,활동량이 풍부한 여우이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
c3b94defa,표범,8,로트와일러,암컷,검정,없음,없음,대형,장모,완료,완료,미완료,경기,3,3,4,5,표범은(는) 정말 사랑스러운 로트와일러 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
0f1424059,루피,60,슈나우저,수컷,회색,없음,없음,중형,단모,미완료,완료,미완료,경기,5,4,5,4,"반짝이는 눈망울을 가진 루피. 회색 색상의 슈나우저 아이로, 아주 영리하고 배우는 게 빠릅니다."
66fcb54d7,뭉치,60,시츄,수컷,갈색,흰색,없음,중형,중모,완료,완료,미완료,인천,3,5,4,3,뭉치은(는) 갈색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 시츄 아이랍니다. 밝은 에너지가 넘쳐요.
ff16e6dad,혜성,1,믹스견,수컷,검정,갈색,크림색,중형,중모,완료,완료,미완료,광주,5,3,3,3,멋진 포스를 풍기는 혜성! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
f33406495,구피,48,저먼 셰퍼드,암컷,검정,금색,없음,대형,중모,미완료,미완료,미완료,경기,3,5,5,3,구피은(는) 정말 사랑스러운 저먼 셰퍼드 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
138035c7a,순심,60,미니어처 핀셔,수컷,갈색,없음,없음,소형,단모,불확실,완료,미완료,경기,5,3,4,5,활동량이 풍부한 순심이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 미니어처 핀셔 친구입니다.
2bec9dd86,하루,1,믹스견,암컷,갈색,없음,없음,중형,중모,미완료,미완료,미완료,대구,3,4,4,3,간식을 기다릴 때 가장 진지한 하루이에요. 갈색 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
1cbe873e7,버터,84,골든 리트리버,암컷,노란색,없음,없음,대형,장모,불확실,불확실,미완료,경북,3,3,5,3,애교가 철철 넘치는 버터! 노란색 털이 부드러운 골든 리트리버 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
b356b0f05,은하수,1,믹스견,암컷,크림색,없음,없음,소형,중모,미완료,미완료,미완료,경기,3,3,5,3,은하수은(는) 정말 사랑스러운 믹스견 친구예요. 크림색 털이 매력 포인트이며 누구와도 잘 지내요.
b0c159af4,똘이,2,믹스견,수컷,크림색,없음,없음,중형,중모,완료,완료,불확실,경기,5,5,4,4,똘이은(는) 크림색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
b6661be84,순둥,12,믹스견,암컷,검정,갈색,없음,소형,단모,미완료,미완료,미완료,부산,3,5,4,4,구조 후 잘 적응 중인 순둥! 믹스견 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
28af3f2c9,사랑,78,시츄,수컷,금색,흰색,없음,소형,단모,완료,완료,완료,경남,3,5,4,3,"이 구역의 최고 귀염둥이 사랑! 금색 털을 가진 시츄 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
5493d0771,태양,2,슈나우저,수컷,검정,갈색,없음,소형,중모,미완료,완료,미완료,서울,4,5,5,3,"사람을 정말 좋아하는 태양이에요. 검정 코트가 멋진 슈나우저으로, 순하고 맑은 눈망울을 가졌어요."
a2cd25e49,피글렛,1,믹스견,암컷,갈색,흰색,없음,중형,중모,미완료,완료,미완료,경기,5,5,4,3,표정은 세상 진지한 피글렛! 갈색 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
39a66e7cb,사랑,2,믹스견,수컷,검정,갈색,없음,중형,중모,완료,완료,미완료,강원,5,5,3,3,"반짝이는 눈망울을 가진 사랑. 검정 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
1ef5b1310,아루,96,카발리에 킹 찰스 스패니얼,암컷,갈색,흰색,없음,소형,단모,완료,완료,불확실,서울,4,4,3,3,아루은(는) 정말 사랑스러운 카발리에 킹 찰스 스패니얼 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
5e9737811,매끈,3,믹스견,수컷,갈색,없음,없음,소형,중모,미완료,미완료,미완료,경기,3,3,5,5,"이 구역의 최고 귀염둥이 매끈! 갈색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
46ef61c91,호떡,6,달마시안,수컷,검정,흰색,없음,대형,단모,미완료,완료,미완료,경기,5,4,4,3,"이 구역의 최고 귀염둥이 호떡! 검정 털을 가진 달마시안 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
034259113,미니,36,시츄,수컷,검정,갈색,흰색,중형,중모,완료,완료,완료,서울,5,5,4,3,애교가 철철 넘치는 미니! 검정 털이 부드러운 시츄 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
5287fead8,티거,60,아이리시 세터,수컷,갈색,없음,없음,대형,장모,완료,완료,완료,강원,4,4,5,3,"이 구역의 최고 귀염둥이 티거! 갈색 털을 가진 아이리시 세터 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
f9e4762d2,아루,96,코커 스패니얼,암컷,갈색,크림색,없음,소형,중모,완료,완료,완료,경기,3,5,3,5,애교가 철철 넘치는 아루! 갈색 털이 부드러운 코커 스패니얼 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
36d764abf,꼬미,48,비글,수컷,검정,갈색,흰색,중형,단모,미완료,미완료,미완료,전북,4,4,3,5,"이 구역의 최고 귀염둥이 꼬미! 검정 털을 가진 비글 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
9b09190e4,은하수,3,믹스견,수컷,갈색,흰색,없음,중형,중모,완료,완료,미완료,경기,4,3,3,4,활동량이 풍부한 은하수이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
3dd6ea6bb,황구,1,믹스견,수컷,갈색,크림색,흰색,중형,중모,완료,완료,미완료,경남,4,3,3,4,황구은(는) 정말 사랑스러운 믹스견 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
2cf6b6627,구름,9,골든 리트리버,수컷,금색,없음,없음,대형,장모,완료,완료,완료,경남,3,5,5,5,세상에서 가장 야무진 구름이를 소개합니다. 금색 색상의 골든 리트리버이며 주사도 씩씩하게 잘 맞는 천사예요.
92b5de07f,구피,3,믹스견,수컷,갈색,없음,없음,중형,중모,완료,완료,미완료,서울,3,3,5,5,구조 후 잘 적응 중인 구피! 믹스견 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
dfe83669d,탄이,4,믹스견,수컷,검정,금색,없음,대형,단모,완료,완료,미완료,서울,4,4,4,4,구조 후 잘 적응 중인 탄이! 믹스견 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
323f562e0,예쁜,48,슈나우저,암컷,회색,없음,없음,소형,중모,완료,완료,완료,경남,4,5,3,5,처음엔 쑥스러워하지만 금방 친해지는 예쁜! 회색 털의 소중한 슈나우저 천사를 만나보세요.
43d31be6c,감자,2,믹스견,수컷,검정,갈색,없음,중형,중모,완료,완료,미완료,경북,3,5,4,5,"반짝이는 눈망울을 가진 감자. 검정 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
eee978cc3,자스민,2,믹스견,암컷,크림색,흰색,없음,대형,중모,불확실,불확실,불확실,경기,3,4,3,4,애교가 철철 넘치는 자스민! 크림색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
420193f17,용맹,2,믹스견,수컷,갈색,흰색,없음,중형,단모,미완료,미완료,미완료,부산,4,3,5,4,활동량이 풍부한 용맹이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
a8518bd6b,통통,1,믹스견,수컷,검정,갈색,없음,중형,단모,미완료,완료,미완료,인천,3,3,5,4,표정은 세상 진지한 통통! 검정 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
2fdc23bcb,바늘,48,시츄,수컷,크림색,없음,없음,소형,중모,완료,완료,완료,광주,3,4,4,3,바늘은(는) 정말 사랑스러운 시츄 친구예요. 크림색 털이 매력 포인트이며 누구와도 잘 지내요.
4edc9ecc5,명왕성,12,핏불 테리어,암컷,검정,흰색,없음,중형,단모,완료,완료,미완료,경기,3,3,3,5,처음엔 쑥스러워하지만 금방 친해지는 명왕성! 검정 털의 소중한 핏불 테리어 천사를 만나보세요.
087804d85,반짝,0,푸들,수컷,크림색,없음,없음,중형,중모,불확실,불확실,불확실,경기,5,3,4,4,"사람을 정말 좋아하는 반짝이에요. 크림색 코트가 멋진 푸들으로, 순하고 맑은 눈망울을 가졌어요."
a2665a33f,구름,48,치와와,암컷,금색,회색,흰색,소형,단모,완료,완료,완료,충북,4,5,5,3,"차분하고 순한 성격의 구름입니다. 금색 색상의 치와와 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
5b7007847,탱구,2,믹스견,수컷,검정,갈색,흰색,중형,중모,완료,완료,미완료,경기,4,5,5,3,활동량이 풍부한 탱구이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
8bdffc917,황구,1,믹스견,수컷,검정,크림색,흰색,중형,중모,미완료,완료,미완료,경남,5,5,4,4,멋진 포스를 풍기는 황구! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
a5f027ab8,콩이,60,치와와,암컷,갈색,흰색,없음,소형,중모,완료,완료,미완료,제주,4,5,3,3,멋진 포스를 풍기는 콩이! 하지만 마음은 따뜻한 치와와 아이랍니다. 갈색 털이 아주 부드러워요.
7efce4735,메리,2,믹스견,암컷,검정,흰색,없음,중형,단모,미완료,미완료,미완료,대구,5,4,4,5,메리은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
5d3c9feba,가람,3,테리어,암컷,크림색,회색,흰색,중형,중모,미완료,완료,미완료,경남,3,5,5,4,구조 후 잘 적응 중인 가람! 테리어 특유의 영리함과 크림색 털이 돋보입니다. 가족을 기다려요.
70edbb1e3,참치,2,믹스견,수컷,검정,없음,없음,중형,단모,미완료,완료,미완료,대전,5,4,3,4,활동량이 풍부한 참치이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
546cf9e37,두부,1,믹스견,수컷,검정,갈색,없음,중형,단모,미완료,미완료,미완료,전남,3,3,5,3,"차분하고 순한 성격의 두부입니다. 검정 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
0819ac2f6,보리,48,비글,암컷,검정,갈색,흰색,중형,단모,완료,완료,완료,전남,3,4,5,5,표정은 세상 진지한 보리! 검정 털이 매력적인 비글 친구예요. 호기심도 많고 아주 씩씩하답니다.
2374a1c12,둥이,12,스피츠,암컷,흰색,없음,없음,소형,장모,불확실,불확실,불확실,경남,4,5,4,3,간식을 기다릴 때 가장 진지한 둥이이에요. 흰색 털의 귀여운 스피츠으로 호기심이 아주 많답니다.
8b03c494a,일곱,36,실키 테리어,수컷,갈색,없음,없음,소형,장모,완료,완료,미완료,경남,4,4,5,4,"반짝이는 눈망울을 가진 일곱. 갈색 색상의 Silky Terrier 아이로, 아주 영리하고 배우는 게 빠릅니다."
e493537b3,백구,3,믹스견,수컷,갈색,흰색,없음,소형,단모,완료,완료,미완료,부산,5,5,5,3,멋진 포스를 풍기는 백구! 하지만 마음은 따뜻한 믹스견 아이랍니다. 갈색 털이 아주 부드러워요.
63562f208,치킨,20,말티즈,암컷,흰색,없음,없음,소형,중모,완료,완료,완료,경기,4,3,4,5,애교가 철철 넘치는 치킨! 흰색 털이 부드러운 말티즈 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
4ae292968,포도,2,믹스견,수컷,검정,흰색,없음,중형,단모,미완료,미완료,미완료,대구,5,5,4,4,"차분하고 순한 성격의 포도입니다. 검정 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
88db34068,단추,2,믹스견,암컷,검정,노란색,흰색,중형,단모,미완료,완료,미완료,서울,5,4,3,3,"반짝이는 눈망울을 가진 단추. 검정 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
5fc55b842,다온,2,래브라도 리트리버,수컷,갈색,흰색,없음,중형,중모,미완료,미완료,미완료,서울,3,3,5,3,세상에서 가장 야무진 다온이를 소개합니다. 갈색 색상의 래브라도 리트리버이며 주사도 씩씩하게 잘 맞는 천사예요.
ec9da833d,별님,1,시베리안 허스키,수컷,검정,갈색,없음,소형,단모,미완료,미완료,미완료,경기,3,3,3,3,애교가 철철 넘치는 별님! 검정 털이 부드러운 시베리안 허스키 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
9abb10f2f,도넛,3,테리어,수컷,검정,갈색,없음,소형,중모,완료,완료,미완료,경기,3,4,4,5,구조 후 잘 적응 중인 도넛! 테리어 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
89ba257e1,서리,3,믹스견,수컷,검정,흰색,없음,중형,단모,미완료,완료,미완료,경기,4,4,5,4,통통 튀는 걸음걸이가 매력적인 서리! 멋진 검정 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
d9b4b1930,두리,2,믹스견,암컷,흰색,없음,없음,중형,중모,완료,완료,완료,경기,4,4,5,4,"이 구역의 최고 귀염둥이 두리! 흰색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
5aefb7197,카롱,17,시츄,암컷,크림색,회색,없음,소형,중모,완료,완료,미완료,대전,5,4,3,5,간식을 기다릴 때 가장 진지한 카롱이에요. 크림색 털의 귀여운 시츄으로 호기심이 아주 많답니다.
1bc97732e,사랑,3,믹스견,암컷,검정,갈색,없음,중형,중모,미완료,미완료,미완료,충북,5,3,3,4,표정은 세상 진지한 사랑! 검정 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
8de855263,씽씽,1,믹스견,수컷,갈색,흰색,없음,중형,중모,미완료,미완료,미완료,서울,3,5,5,4,구조 후 잘 적응 중인 씽씽! 믹스견 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
2db012118,천둥,2,믹스견,수컷,검정,갈색,없음,중형,단모,미완료,미완료,미완료,인천,3,4,5,3,애교가 철철 넘치는 천둥! 검정 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
4427541c0,피글렛,32,래브라도 리트리버,암컷,금색,없음,없음,대형,단모,미완료,미완료,미완료,경기,3,3,3,5,처음엔 쑥스러워하지만 금방 친해지는 피글렛! 금색 털의 소중한 래브라도 리트리버 천사를 만나보세요.
3e0ce6020,안개,2,믹스견,수컷,노란색,크림색,흰색,중형,단모,미완료,미완료,미완료,인천,4,4,4,5,통통 튀는 걸음걸이가 매력적인 안개! 멋진 노란색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
